<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
131223;000000;26.8500000;27.3300000;26.5600000;27.3100000;18547900
141223;000000;27.3350000;27.4900000;26.7900000;26.8600000;18744400
151223;000000;26.9750000;28.0050000;26.9350000;27.7150000;38405900
181223;000000;27.8400000;28.6350000;27.5300000;28.2800000;66360400
191223;000000;28.2900000;28.3000000;27.7550000;28.0600000;33200100
201223;000000;28.0750000;28.7550000;27.9150000;28.2250000;57688300
211223;000000;28.2300000;28.2700000;27.3500000;27.5600000;50301800
221223;000000;27.6400000;27.9150000;27.5050000;27.5400000;28401700
251223;000000;27.7000000;28.0000000;27.0000000;27.5000000;80529200
261223;000000;27.5000000;27.6150000;27.2000000;27.3500000;23642300
271223;000000;27.3700000;27.4200000;26.9250000;26.9950000;32734500
281223;000000;26.8600000;26.9800000;26.6250000;26.7550000;36033200
291223;000000;26.7600000;26.9700000;26.6300000;26.8850000;21921300
